city,name,stars,lat,lon
Pasadena,The Westin Pasadena,4,34.14926296455618,-118.14205075840806
Pasadena,GreenTree Pasadena Inn,4,34.13925306120803,-118.14657204258327
Pasadena,Hilton Pasadena,3,34.14294848216814,-118.14064216448406
Pasadena,Hyatt Place Pasadena,3,34.14514508596984,-118.14195329385431
Pasadena,Sheraton Pasadena Hotel,3,34.14303742212643,-118.14413515817402
Seattle,Lotte Hotel Seattle,5,47.60558105713571,-122.33097113063599
Seattle,Grand Hyatt Seattle,5,47.61245290343563,-122.33330204413016
Seattle,Hotel Theodore,4,47.61257912570166,-122.33433341714141
Seattle,Warwick Seattle,4,47.61412416482406,-122.34085668830623
Seattle,Hotel Max,3,47.614507988831086,-122.3367542306357
Seattle,Belltown Inn,3,47.61483505774849,-122.34515080180067
Sacramento,Hyatt Regency Sacramento,4,38.57814789990138,-121.49076860385841
Sacramento,The Exchange Sacramento,4,38.582529046058596,-121.5017364443418
Sacramento,Kimpton Sawyer Hotel,4,38.58172677948416,-121.49960657317683
Sacramento,Delta King Hotel,3,38.58273359252374,-121.5066881789142
Sacramento,Lions Gate Hotel,3,38.6637994946408,-121.38424935968075
Sacramento,Hilton Sacramento Arden West,3,38.607461662211385,-121.43344435783571
Dallas,HALL Arts Hotel,5,32.789691687452745,-96.7965630309549
Dallas,The Adolphus,5,32.780230507601736,-96.79967455820567
Dallas,Kimpton - Pittman Hotel,4,32.78449095770393,-96.7871957312168
Dallas,Hyatt Regency Dallas,4,32.775915520613594,-96.80972940238178
Dallas,The Beeman Hotel,3,32.84020109404142,-96.77561098888607
Dallas,Hotel Indigo Dallas Downtown,3,32.78219236380694,-96.79444663121689
Saint Louis,Four Seasons St. Louis,5,38.63290068490485,-90.18473591574426
Saint Louis,Angad Arts Hotel,5,38.639607822937165,-90.23056348875535
Saint Louis,The Last Hotel,4,38.63311726520714,-90.20044335807385
Saint Louis,The Moonrise Hotel,4,38.655934045335364,-90.29881263105503
Saint Louis,Marriott St. Louis Grand,4,38.63061682310466,-90.1926127310851
Saint Louis,Element St. Louis Midtown,3,38.63493097500529,-90.23975903108504
San Jose,Signia by Hilton,5,37.333274002099586,-121.88891263111617
San Jose,The Ameswell Hotel,5,37.40745921520645,-122.06753214460896
San Jose,San Jose Marriott,4,37.33043554284904,-121.88838975995158
San Jose,Aloft San Jose Cupertino,4,37.3166092282797,-121.97731294645756
San Jose,Arena Hotel,3,37.33244208153861,-121.90644194461069
San Jose,Wyndham Garden Silicon Valley,3,37.24815981097729,-121.77398158878873
Portland,Sentinel,5,45.52074569145441,-122.68237277507835
Portland,The Nines,5,45.519542464736894,-122.67787117323192
Portland,Dossier,4,45.520250727562406,-122.68006767323189
Portland,The Heathman Hotel,4,45.51742575501479,-122.6811443039136
Portland,The Society Hotel,3,45.52487527821241,-122.67365498672612
Portland,The Mark Spencer Hotel,3,45.52234461841685,-122.6825584039136
Oklahoma,Sheraton Oklahoma City Downtown Hotel,4,35.46721117053925,-97.51431638882958
Oklahoma,Omni Oklahoma City Hotel,4,35.46224698982221,-97.51538097247312
Oklahoma,Hyatt Place Oklahoma City Bricktown,3,35.46742929377142,-97.50578504650001
Oklahoma,District Hotel Oklahoma City,3,35.512551809695324,-97.55006080416942
Oklahoma,Hyatt Place OKC,3,35.52391401863803,-97.5377260176635
Oklahoma,The Douillet,3,35.45679875688659,-97.60289557348902
Pittsburgh,Wyndham Grand Pittsburgh,4,40.441874639871045,-80.00624110220468
Pittsburgh,Cambria Hotel Pittsburgh,4,40.4403806142245,-79.98783514268786
Pittsburgh,Renaissance Pittsburgh Hotel,4,40.44403516220496,-80.00233184453417
Pittsburgh,Hotel Indigo Pittsburgh University,3,40.431402478225074,-79.96000091754578
Pittsburgh,Sheraton Pittsburgh Hotel,3,40.43522144646274,-80.00681087123861
Pittsburgh,Distrikt Hotel Pittsburgh,3,40.43785495451873,-79.99905143288645
New York City,Park Lane New York,5,40.764775373206625,-73.97536748870198
New York City,11 Howard,5,40.71939239946158,-74.00009527336232
New York City,The Frederick Hotel Tribeca,5,40.71580524686742,-74.00895800219762
New York City,Empire Hotel,4,40.77155343298572,-73.98273514637228
New York City,Hotel Belleclaire Central Park,4,40.7826361984606,-73.9811495733607
New York City,West Side YMCA,3,40.77143245928332,-73.9806139598666
San Diego,Pendry San Diego,5,32.709782112389334,-117.15997187539438
San Diego,Andaz San Diego,5,32.71406567538981,-117.1589517888888
San Diego,Hard Rock Hotel San Diego,4,32.70777704472192,-117.1598993735479
San Diego,Horton Grand Hotel,4,32.710565865332924,-117.16130601772402
San Diego,Kings Inn,3,32.758794920729095,-117.17508307354693
San Diego,Porto Vista Hotel,3,32.724693255538185,-117.16725806005326
Kansas City,The Fontaine,4,39.04024874063124,-94.5981826887455
Kansas City,Loews Kansas City,4,39.095957056294296,-94.58505555990891
Kansas City,AC Hotel Kansas City Plaza,4,39.052555266828044,-94.59349954456914
Kansas City,Hilton Kansas City Airport,3,39.29514535733665,-94.68266121572795
Kansas City,Aloft North Kansas City,3,39.14260035336185,-94.56257205990777
Kansas City,Kansas City Airport Marriott,3,39.31019061583074,-94.71383357524448
San Antonio,Home2 Suites By Hilton San Antonio,5,29.604624429656248,-98.59606710244367
San Antonio,Thompson San Antonio Riverwalk,5,29.432092295625434,-98.4890732582708
San Antonio,Hotel Havana,4,29.43104288875901,-98.48994990429334
San Antonio,Menger Hotel,4,29.42515298158891,-98.4853405159413
San Antonio,Drury Plaza Hotel,3,29.42451564865196,-98.49206064662305
San Antonio,Best Western Plus Downtown North,3,29.44018151116697,-98.4616183889523
Memphis,Big Cypress Lodge,5,35.15560150387308,-90.05216591767172
Memphis,River Inn of Harbor Town,5,35.16157192909802,-90.05498744466038
Memphis,ARRIVE Memphis,4,35.13460343229034,-90.05931380233136
Memphis,Sheraton Memphis Downtown,4,35.151716897196074,-90.04945788699011
Memphis,Comfort Inn Memphis Downtown,3,35.148235405078545,-90.05285238883668
Memphis,DoubleTree by Hilton Memphis Downtown,3,35.14827926805332,-90.05285238883673
Milwaukee,Cambria Hotel Milwaukee Downtown,4,43.03636951156111,-87.91144617491865
Milwaukee,The Pfister Hotel,4,43.03929555199845,-87.90579233074051
Milwaukee,Ambassador Hotel,4,43.03914904443689,-87.94172592889123
Milwaukee,The Iron Horse Hotel,4,43.027811442450485,-87.91735811724762
Milwaukee,The Plaza Hotel,3,43.04443787911446,-87.90250114608283
Milwaukee,Clarion Hotel,3,42.92921618092044,-87.9314808019076
Atlanta,Thompson Buckhead,5,33.838549067918144,-84.37440214628586
Atlanta,The St. Regis Atlanta,5,33.84014467509377,-84.38281329046394
Atlanta,JW Marriott Atlanta Buckhead,5,33.846939635414486,-84.36245118861456
Atlanta,Reverb by Hard Rock Atlanta Downtown,4,33.75665536116401,-84.39573220210939
Atlanta,Hyatt Regency Atlanta,4,33.76178524584812,-84.3867623174518
Atlanta,Hampton Inn Atlanta-Buckhead,3,33.8474367553196,-84.37386717327207
Charlotte,The Ivey's Hotel,5,35.228697206351825,-80.84315300023111
Charlotte,JW Marriott Charlotte,5,35.222698423847056,-80.8479567020805
Charlotte,Four Points by Sheraton Charlotte,4,35.17913542010938,-80.87850871742381
Charlotte,Kimpton Tryon Park Hotel,4,35.226663048124934,-80.8464359885873
Charlotte,Hilton Charlotte Uptown,4,35.22375914052828,-80.84394791742291
Charlotte,Radisson Hotel Charlotte Airport,3,35.18228390374611,-80.88495941742383
